FacilityId,FacilityName,FacilityDescription,VenId
41000153,Rest Area,Quiet seating space for guests to relax during the event.,88
121141822,Bar Counter,Well-equipped bar area for serving drinks and cocktails.,89
122239814,Projector and Screen,HD projector and screen setup for videos and presentations.,90
91905130,VIP Lounge,Exclusive seating area with luxurious decor for special guests.,91
72402076,DJ Booth,Professional DJ booth with mixer and audio controls.,92
307072278,Dance Floor,A spacious area with premium flooring and lighting for dancing.,93
122239584,Projector and Screen,HD projector and screen setup for videos and presentations.,94
67006238,Rest Area,Quiet seating space for guests to relax during the event.,95
102202078,Rest Area,Quiet seating space for guests to relax during the event.,96
11104209,DJ Booth,Professional DJ booth with mixer and audio controls.,97
31101143,DJ Booth,Professional DJ booth with mixer and audio controls.,98
122241200,Dance Floor,A spacious area with premium flooring and lighting for dancing.,99
72402856,Projector and Screen,HD projector and screen setup for videos and presentations.,100
111306758,Bar Counter,Well-equipped bar area for serving drinks and cocktails.,101
211170088,Photo Booth,A fun station with props and camera for guest photos.,102
11601074,Photo Booth,A fun station with props and camera for guest photos.,103
65306079,Stage Lighting,Advanced lighting system to enhance stage visibility and mood.,104
51400507,Catering Area,Designated space for food service and buffet setup.,105
81018794,Projector and Screen,HD projector and screen setup for videos and presentations.,106
81207068,Sound System,High-fidelity audio setup for music and announcements.,107
221272361,Sound System,High-fidelity audio setup for music and announcements.,108
123203218,Bar Counter,Well-equipped bar area for serving drinks and cocktails.,109
31176110,Catering Area,Designated space for food service and buffet setup.,110
75912644,VIP Lounge,Exclusive seating area with luxurious decor for special guests.,111
81001387,VIP Lounge,Exclusive seating area with luxurious decor for special guests.,112
307070267,Catering Area,Designated space for food service and buffet setup.,113
253171728,Stage Lighting,Advanced lighting system to enhance stage visibility and mood.,114
71106250,VIP Lounge,Exclusive seating area with luxurious decor for special guests.,115
21207044,Sound System,High-fidelity audio setup for music and announcements.,116
322270521,Dance Floor,A spacious area with premium flooring and lighting for dancing.,117
125008657,Catering Area,Designated space for food service and buffet setup.,118
104101397,Stage Lighting,Advanced lighting system to enhance stage visibility and mood.,119
112307222,Photo Booth,A fun station with props and camera for guest photos.,120
111913329,Rest Area,Quiet seating space for guests to relax during the event.,121
321071077,Dance Floor,A spacious area with premium flooring and lighting for dancing.,122
111907021,Stage Lighting,Advanced lighting system to enhance stage visibility and mood.,123
11900652,Stage Lighting,Advanced lighting system to enhance stage visibility and mood.,124
122287170,Stage Lighting,Advanced lighting system to enhance stage visibility and mood.,125
83903564,Photo Booth,A fun station with props and camera for guest photos.,126
121182014,Catering Area,Designated space for food service and buffet setup.,127
83986662,Stage Lighting,Advanced lighting system to enhance stage visibility and mood.,128
81204126,Bar Counter,Well-equipped bar area for serving drinks and cocktails.,129
63112809,Photo Booth,A fun station with props and camera for guest photos.,130
53110112,Dance Floor,A spacious area with premium flooring and lighting for dancing.,131
81905069,Projector and Screen,HD projector and screen setup for videos and presentations.,132
122487226,Photo Booth,A fun station with props and camera for guest photos.,133
65400137,VIP Lounge,Exclusive seating area with luxurious decor for special guests.,134
63115686,Dance Floor,A spacious area with premium flooring and lighting for dancing.,135
114922430,DJ Booth,Professional DJ booth with mixer and audio controls.,136
101101620,Projector and Screen,HD projector and screen setup for videos and presentations.,137
113015995,Dance Floor,A spacious area with premium flooring and lighting for dancing.,138
91402947,VIP Lounge,Exclusive seating area with luxurious decor for special guests.,139
62204132,DJ Booth,Professional DJ booth with mixer and audio controls.,140
264071752,Dance Floor,A spacious area with premium flooring and lighting for dancing.,141
64201832,Projector and Screen,HD projector and screen setup for videos and presentations.,142
107001805,DJ Booth,Professional DJ booth with mixer and audio controls.,143
91204255,VIP Lounge,Exclusive seating area with luxurious decor for special guests.,144
101202257,Sound System,High-fidelity audio setup for music and announcements.,145
11301604,Photo Booth,A fun station with props and camera for guest photos.,146
101114646,Stage Lighting,Advanced lighting system to enhance stage visibility and mood.,147
65000171,Dance Floor,A spacious area with premium flooring and lighting for dancing.,148
73907758,Projector and Screen,HD projector and screen setup for videos and presentations.,149
101000077,Stage Lighting,Advanced lighting system to enhance stage visibility and mood.,150
101111678,Stage Lighting,Advanced lighting system to enhance stage visibility and mood.,151
122233645,Photo Booth,A fun station with props and camera for guest photos.,152
241272079,Rest Area,Quiet seating space for guests to relax during the event.,153
82901826,VIP Lounge,Exclusive seating area with luxurious decor for special guests.,154
65306079,Rest Area,Quiet seating space for guests to relax during the event.,155
71902629,Catering Area,Designated space for food service and buffet setup.,156
65403150,DJ Booth,Professional DJ booth with mixer and audio controls.,157
61120246,Projector and Screen,HD projector and screen setup for videos and presentations.,158
121141819,DJ Booth,Professional DJ booth with mixer and audio controls.,159
82900995,Catering Area,Designated space for food service and buffet setup.,160
65500752,Stage Lighting,Advanced lighting system to enhance stage visibility and mood.,161
86500634,Bar Counter,Well-equipped bar area for serving drinks and cocktails.,162
71004349,Bar Counter,Well-equipped bar area for serving drinks and cocktails.,163
311981562,VIP Lounge,Exclusive seating area with luxurious decor for special guests.,164
64107046,Rest Area,Quiet seating space for guests to relax during the event.,165
114924014,Stage Lighting,Advanced lighting system to enhance stage visibility and mood.,166
53104869,Bar Counter,Well-equipped bar area for serving drinks and cocktails.,167
113009341,Rest Area,Quiet seating space for guests to relax during the event.,168
64204075,Catering Area,Designated space for food service and buffet setup.,169
53101529,DJ Booth,Professional DJ booth with mixer and audio controls.,170
62103453,Dance Floor,A spacious area with premium flooring and lighting for dancing.,171
73907758,VIP Lounge,Exclusive seating area with luxurious decor for special guests.,172
71922256,Photo Booth,A fun station with props and camera for guest photos.,173
86504326,Projector and Screen,HD projector and screen setup for videos and presentations.,174
231170181,Bar Counter,Well-equipped bar area for serving drinks and cocktails.,175
264279279,Sound System,High-fidelity audio setup for music and announcements.,176
51400361,Photo Booth,A fun station with props and camera for guest photos.,177
75904526,Sound System,High-fidelity audio setup for music and announcements.,178
72000096,Stage Lighting,Advanced lighting system to enhance stage visibility and mood.,179
67092640,Photo Booth,A fun station with props and camera for guest photos.,180
241272037,Rest Area,Quiet seating space for guests to relax during the event.,181
72404786,Catering Area,Designated space for food service and buffet setup.,182
101106913,VIP Lounge,Exclusive seating area with luxurious decor for special guests.,183
122287183,Bar Counter,Well-equipped bar area for serving drinks and cocktails.,184
82000073,Bar Counter,Well-equipped bar area for serving drinks and cocktails.,185
73921763,Bar Counter,Well-equipped bar area for serving drinks and cocktails.,186
62204721,Rest Area,Quiet seating space for guests to relax during the event.,187
322079133,Stage Lighting,Advanced lighting system to enhance stage visibility and mood.,188
107006677,DJ Booth,Professional DJ booth with mixer and audio controls.,189
72401585,DJ Booth,Professional DJ booth with mixer and audio controls.,190
111913329,Bar Counter,Well-equipped bar area for serving drinks and cocktails.,191
73000545,Rest Area,Quiet seating space for guests to relax during the event.,192
65403370,Bar Counter,Well-equipped bar area for serving drinks and cocktails.,193
71912813,Bar Counter,Well-equipped bar area for serving drinks and cocktails.,194
91300036,Photo Booth,A fun station with props and camera for guest photos.,195
21109935,DJ Booth,Professional DJ booth with mixer and audio controls.,196
21310326,Sound System,High-fidelity audio setup for music and announcements.,197
253170020,VIP Lounge,Exclusive seating area with luxurious decor for special guests.,198
53202321,Sound System,High-fidelity audio setup for music and announcements.,199
31305596,Sound System,High-fidelity audio setup for music and announcements.,200
71002503,VIP Lounge,Exclusive seating area with luxurious decor for special guests.,201
71923336,Projector and Screen,HD projector and screen setup for videos and presentations.,202
86314367,Photo Booth,A fun station with props and camera for guest photos.,203
101102768,Catering Area,Designated space for food service and buffet setup.,204
102006025,Dance Floor,A spacious area with premium flooring and lighting for dancing.,205
107000440,Photo Booth,A fun station with props and camera for guest photos.,206
253177476,Dance Floor,A spacious area with premium flooring and lighting for dancing.,207
43303832,Photo Booth,A fun station with props and camera for guest photos.,208
83908174,Photo Booth,A fun station with props and camera for guest photos.,209
71004161,DJ Booth,Professional DJ booth with mixer and audio controls.,210
101115111,Bar Counter,Well-equipped bar area for serving drinks and cocktails.,211
121202185,VIP Lounge,Exclusive seating area with luxurious decor for special guests.,212
111909265,Bar Counter,Well-equipped bar area for serving drinks and cocktails.,213
311373125,Rest Area,Quiet seating space for guests to relax during the event.,214
73921187,Projector and Screen,HD projector and screen setup for videos and presentations.,215
122206216,Dance Floor,A spacious area with premium flooring and lighting for dancing.,216
53111920,DJ Booth,Professional DJ booth with mixer and audio controls.,217
73902766,DJ Booth,Professional DJ booth with mixer and audio controls.,218
21207002,Bar Counter,Well-equipped bar area for serving drinks and cocktails.,219
102100918,Dance Floor,A spacious area with premium flooring and lighting for dancing.,220
244171999,VIP Lounge,Exclusive seating area with luxurious decor for special guests.,221
111103197,Stage Lighting,Advanced lighting system to enhance stage visibility and mood.,222
71924005,Dance Floor,A spacious area with premium flooring and lighting for dancing.,223
91311009,Rest Area,Quiet seating space for guests to relax during the event.,224
81501065,Catering Area,Designated space for food service and buffet setup.,225
53111577,Dance Floor,A spacious area with premium flooring and lighting for dancing.,226
41205673,VIP Lounge,Exclusive seating area with luxurious decor for special guests.,227
321170282,Dance Floor,A spacious area with premium flooring and lighting for dancing.,228
75911373,Rest Area,Quiet seating space for guests to relax during the event.,229
101113676,Sound System,High-fidelity audio setup for music and announcements.,230
42100191,DJ Booth,Professional DJ booth with mixer and audio controls.,231
62101219,Dance Floor,A spacious area with premium flooring and lighting for dancing.,232
44000642,Projector and Screen,HD projector and screen setup for videos and presentations.,233
91311135,Stage Lighting,Advanced lighting system to enhance stage visibility and mood.,234
63114425,Sound System,High-fidelity audio setup for music and announcements.,235
61300367,Photo Booth,A fun station with props and camera for guest photos.,236
65306079,Rest Area,Quiet seating space for guests to relax during the event.,237
74908594,Bar Counter,Well-equipped bar area for serving drinks and cocktails.,238
75912819,Projector and Screen,HD projector and screen setup for videos and presentations.,239
101114691,Projector and Screen,HD projector and screen setup for videos and presentations.,240
62001209,Sound System,High-fidelity audio setup for music and announcements.,241
84201139,Rest Area,Quiet seating space for guests to relax during the event.,242
21114205,Catering Area,Designated space for food service and buffet setup.,243
114000019,Sound System,High-fidelity audio setup for music and announcements.,244
92900956,Sound System,High-fidelity audio setup for music and announcements.,245
111312205,Photo Booth,A fun station with props and camera for guest photos.,246
271973775,Sound System,High-fidelity audio setup for music and announcements.,247
11201458,Catering Area,Designated space for food service and buffet setup.,248
101104504,Projector and Screen,HD projector and screen setup for videos and presentations.,249
113024562,Photo Booth,A fun station with props and camera for guest photos.,250
123203878,Sound System,High-fidelity audio setup for music and announcements.,251
81211135,Photo Booth,A fun station with props and camera for guest photos.,252
114902780,Photo Booth,A fun station with props and camera for guest photos.,253
111309030,Projector and Screen,HD projector and screen setup for videos and presentations.,254
91917254,Projector and Screen,HD projector and screen setup for videos and presentations.,255
84205559,Rest Area,Quiet seating space for guests to relax during the event.,256
67003671,Rest Area,Quiet seating space for guests to relax during the event.,257
221172513,Catering Area,Designated space for food service and buffet setup.,258
241272079,Bar Counter,Well-equipped bar area for serving drinks and cocktails.,259
103101576,Bar Counter,Well-equipped bar area for serving drinks and cocktails.,260
67010169,Bar Counter,Well-equipped bar area for serving drinks and cocktails.,261
82903536,Projector and Screen,HD projector and screen setup for videos and presentations.,262
112323387,Stage Lighting,Advanced lighting system to enhance stage visibility and mood.,263
56005253,DJ Booth,Professional DJ booth with mixer and audio controls.,264
83906684,Catering Area,Designated space for food service and buffet setup.,265
241272053,VIP Lounge,Exclusive seating area with luxurious decor for special guests.,266
75907808,Projector and Screen,HD projector and screen setup for videos and presentations.,267
211370448,Stage Lighting,Advanced lighting system to enhance stage visibility and mood.,268
65304084,Catering Area,Designated space for food service and buffet setup.,269
63103407,Bar Counter,Well-equipped bar area for serving drinks and cocktails.,270
111912090,Dance Floor,A spacious area with premium flooring and lighting for dancing.,271
21300556,Projector and Screen,HD projector and screen setup for videos and presentations.,272
11101613,Stage Lighting,Advanced lighting system to enhance stage visibility and mood.,273
43309632,Rest Area,Quiet seating space for guests to relax during the event.,274
91407667,Sound System,High-fidelity audio setup for music and announcements.,275
107006347,Sound System,High-fidelity audio setup for music and announcements.,276
111909993,Bar Counter,Well-equipped bar area for serving drinks and cocktails.,277
75905871,Rest Area,Quiet seating space for guests to relax during the event.,278
103107046,Bar Counter,Well-equipped bar area for serving drinks and cocktails.,279
81017342,Dance Floor,A spacious area with premium flooring and lighting for dancing.,280
103912723,Photo Booth,A fun station with props and camera for guest photos.,281
107006431,VIP Lounge,Exclusive seating area with luxurious decor for special guests.,282
113012503,Bar Counter,Well-equipped bar area for serving drinks and cocktails.,283
53110374,Rest Area,Quiet seating space for guests to relax during the event.,284
11375245,Sound System,High-fidelity audio setup for music and announcements.,285
26004970,Bar Counter,Well-equipped bar area for serving drinks and cocktails.,286
31207937,VIP Lounge,Exclusive seating area with luxurious decor for special guests.,287
62205733,VIP Lounge,Exclusive seating area with luxurious decor for special guests.,288
67009390,Sound System,High-fidelity audio setup for music and announcements.,289
241070459,Sound System,High-fidelity audio setup for music and announcements.,290
21200575,Sound System,High-fidelity audio setup for music and announcements.,291
67008579,Projector and Screen,HD projector and screen setup for videos and presentations.,292
65104116,VIP Lounge,Exclusive seating area with luxurious decor for special guests.,293
64104379,Stage Lighting,Advanced lighting system to enhance stage visibility and mood.,294
43310980,Rest Area,Quiet seating space for guests to relax during the event.,295
71922955,Rest Area,Quiet seating space for guests to relax during the event.,296
84074395,VIP Lounge,Exclusive seating area with luxurious decor for special guests.,297
31302447,Photo Booth,A fun station with props and camera for guest photos.,298
271971560,DJ Booth,Professional DJ booth with mixer and audio controls.,299
121132682,VIP Lounge,Exclusive seating area with luxurious decor for special guests.,300
72404142,Rest Area,Quiet seating space for guests to relax during the event.,301
122240751,Catering Area,Designated space for food service and buffet setup.,302
82908829,DJ Booth,Professional DJ booth with mixer and audio controls.,303
111024849,Catering Area,Designated space for food service and buffet setup.,304
84203043,Catering Area,Designated space for food service and buffet setup.,305
62001209,Stage Lighting,Advanced lighting system to enhance stage visibility and mood.,306
63104668,DJ Booth,Professional DJ booth with mixer and audio controls.,307
53003931,Projector and Screen,HD projector and screen setup for videos and presentations.,308
121141819,Rest Area,Quiet seating space for guests to relax during the event.,309
122243237,Dance Floor,A spacious area with premium flooring and lighting for dancing.,310
82904726,Stage Lighting,Advanced lighting system to enhance stage visibility and mood.,311
11200608,VIP Lounge,Exclusive seating area with luxurious decor for special guests.,312
91904270,VIP Lounge,Exclusive seating area with luxurious decor for special guests.,313
71925839,Catering Area,Designated space for food service and buffet setup.,314
253170253,Sound System,High-fidelity audio setup for music and announcements.,315
211073499,Rest Area,Quiet seating space for guests to relax during the event.,316
82908874,DJ Booth,Professional DJ booth with mixer and audio controls.,317
114912013,Bar Counter,Well-equipped bar area for serving drinks and cocktails.,318
21213096,Stage Lighting,Advanced lighting system to enhance stage visibility and mood.,319
114909929,Stage Lighting,Advanced lighting system to enhance stage visibility and mood.,320
75907947,Bar Counter,Well-equipped bar area for serving drinks and cocktails.,321
122237515,Projector and Screen,HD projector and screen setup for videos and presentations.,322
123206516,DJ Booth,Professional DJ booth with mixer and audio controls.,323
125184746,Stage Lighting,Advanced lighting system to enhance stage visibility and mood.,324
113009464,Dance Floor,A spacious area with premium flooring and lighting for dancing.,325
84201443,Dance Floor,A spacious area with premium flooring and lighting for dancing.,326
123200088,Dance Floor,A spacious area with premium flooring and lighting for dancing.,327
112201218,DJ Booth,Professional DJ booth with mixer and audio controls.,328
236073474,Projector and Screen,HD projector and screen setup for videos and presentations.,329
91911302,Rest Area,Quiet seating space for guests to relax during the event.,330
111013672,Stage Lighting,Advanced lighting system to enhance stage visibility and mood.,331
81001387,Stage Lighting,Advanced lighting system to enhance stage visibility and mood.,332
123103729,DJ Booth,Professional DJ booth with mixer and audio controls.,333
113103687,Rest Area,Quiet seating space for guests to relax during the event.,334
62203816,VIP Lounge,Exclusive seating area with luxurious decor for special guests.,335
53201869,Bar Counter,Well-equipped bar area for serving drinks and cocktails.,336
51401836,VIP Lounge,Exclusive seating area with luxurious decor for special guests.,337
72401404,Dance Floor,A spacious area with premium flooring and lighting for dancing.,338
314973593,DJ Booth,Professional DJ booth with mixer and audio controls.,339
226078049,Bar Counter,Well-equipped bar area for serving drinks and cocktails.,340
73901877,Stage Lighting,Advanced lighting system to enhance stage visibility and mood.,341
92900833,Dance Floor,A spacious area with premium flooring and lighting for dancing.,342
111010060,Catering Area,Designated space for food service and buffet setup.,343
103110237,VIP Lounge,Exclusive seating area with luxurious decor for special guests.,344
322286447,Stage Lighting,Advanced lighting system to enhance stage visibility and mood.,345
222371054,Dance Floor,A spacious area with premium flooring and lighting for dancing.,346
84301518,Projector and Screen,HD projector and screen setup for videos and presentations.,347
81905289,Catering Area,Designated space for food service and buffet setup.,348
22000868,Projector and Screen,HD projector and screen setup for videos and presentations.,349
43314449,DJ Booth,Professional DJ booth with mixer and audio controls.,350
83908420,Projector and Screen,HD projector and screen setup for videos and presentations.,351
43309975,DJ Booth,Professional DJ booth with mixer and audio controls.,352
242170565,Dance Floor,A spacious area with premium flooring and lighting for dancing.,353
21302567,Bar Counter,Well-equipped bar area for serving drinks and cocktails.,354
81004517,Bar Counter,Well-equipped bar area for serving drinks and cocktails.,355
84201841,Dance Floor,A spacious area with premium flooring and lighting for dancing.,356
44206475,Projector and Screen,HD projector and screen setup for videos and presentations.,357
63101454,VIP Lounge,Exclusive seating area with luxurious decor for special guests.,358
103102889,DJ Booth,Professional DJ booth with mixer and audio controls.,359
114913164,Rest Area,Quiet seating space for guests to relax during the event.,360
67009280,Catering Area,Designated space for food service and buffet setup.,361
73908317,Sound System,High-fidelity audio setup for music and announcements.,362
64207946,DJ Booth,Professional DJ booth with mixer and audio controls.,363
21111800,Rest Area,Quiet seating space for guests to relax during the event.,364
71918545,Projector and Screen,HD projector and screen setup for videos and presentations.,365
107004381,Projector and Screen,HD projector and screen setup for videos and presentations.,366
71025661,Stage Lighting,Advanced lighting system to enhance stage visibility and mood.,367
104112849,DJ Booth,Professional DJ booth with mixer and audio controls.,368
51009296,Rest Area,Quiet seating space for guests to relax during the event.,369
71000521,Catering Area,Designated space for food service and buffet setup.,370
71001630,Rest Area,Quiet seating space for guests to relax during the event.,371
72414006,Rest Area,Quiet seating space for guests to relax during the event.,372
44000642,VIP Lounge,Exclusive seating area with luxurious decor for special guests.,373
61220146,Stage Lighting,Advanced lighting system to enhance stage visibility and mood.,374
22310422,Dance Floor,A spacious area with premium flooring and lighting for dancing.,375
107006088,Sound System,High-fidelity audio setup for music and announcements.,376
53112864,Projector and Screen,HD projector and screen setup for videos and presentations.,377
111319004,DJ Booth,Professional DJ booth with mixer and audio controls.,378
122101706,Photo Booth,A fun station with props and camera for guest photos.,379
91901684,Photo Booth,A fun station with props and camera for guest photos.,380
42000314,Photo Booth,A fun station with props and camera for guest photos.,381
114916488,Projector and Screen,HD projector and screen setup for videos and presentations.,382
73912808,DJ Booth,Professional DJ booth with mixer and audio controls.,383
71923666,Rest Area,Quiet seating space for guests to relax during the event.,384
101105341,Sound System,High-fidelity audio setup for music and announcements.,385
101105927,DJ Booth,Professional DJ booth with mixer and audio controls.,386
63112605,Projector and Screen,HD projector and screen setup for videos and presentations.,387
321170444,Sound System,High-fidelity audio setup for music and announcements.,388
101115111,Photo Booth,A fun station with props and camera for guest photos.,389
63109621,Sound System,High-fidelity audio setup for music and announcements.,390
113122655,Projector and Screen,HD projector and screen setup for videos and presentations.,391
84201139,Catering Area,Designated space for food service and buffet setup.,392
102100772,Dance Floor,A spacious area with premium flooring and lighting for dancing.,393
62204789,Bar Counter,Well-equipped bar area for serving drinks and cocktails.,394
63114580,VIP Lounge,Exclusive seating area with luxurious decor for special guests.,395
61309229,Rest Area,Quiet seating space for guests to relax during the event.,396
43302493,Bar Counter,Well-equipped bar area for serving drinks and cocktails.,397
274970830,Stage Lighting,Advanced lighting system to enhance stage visibility and mood.,398
62206732,Bar Counter,Well-equipped bar area for serving drinks and cocktails.,399
75912628,Dance Floor,A spacious area with premium flooring and lighting for dancing.,400
